供应商,客户或合作方,客户类型,关系类型,工作内容或领域,原文证据,来源链接,来源日期,来源类型,置信度,分段
Bespoke Labs,University of Washington,高校研究机构,合作,OpenThoughts 推理数据集联合研究,"team of researchers and engineers from Bespoke Labs, Stanford, University of California Berkeley, University of Washington",https://raw.githubusercontent.com/open-thoughts/open-thoughts/main/README.md,未知,官方 GitHub README,高,overseas-rl
Andromede,Unusual Ventures,其他,投资方,早期投资,is backed by Unusual Ventures（搜索摘要）,https://www.startuphub.ai/startups/andromede-ai,未知,第三方目录,低,overseas-rl
Flitto,Upstage,其他,合作,韩国主权AI项目联合体中负责数据集构建,"Within the Upstage consortium, Flitto is fully responsible for dataset construction",https://datalab.flitto.com/en/company/blog/upstage-sovereign-ai-dataset-construction-flitto/,2025-2026,供应商博客,中,buyer-side
Flitto,Upstage,其他,论文致谢,Solar Open 2 大规模训练数据构建,Flitto contributed to constructing large-scale training datasets,https://arxiv.org/abs/2607.20062,2026-07,技术报告原文（搜索摘要）,高,buyer-side
Vals AI,Vecflow,垂直 AI,共建基准,法律 AI 基准（VLAIR）参评,"VLAIR in its first iteration included four providers: Thomson Reuters, vLex, Harvey, and Vecflow ... Oliver（搜索摘要）",https://www.vals.ai/industry-reports/vlair-2-27-25,2025-02-27,官方博客,中,overseas-rl
Vals AI,Vercel,科技大厂,客户,评测平台使用,"Vercel, Exa, Fireworks AI and Harvey are listed as users of Vals' products（搜索摘要）",https://www.citybiz.co/article/890247/vals-ai-raises-40m-to-expand-independent-ai-benchmarking/,2026-08,搜索摘要,低,overseas-rl
Labelbox,Walmart,企业,官网客户墙（转述）,标注平台生产用户,"Walmart, Procter & Gamble, Genentech, and Adobe use Labelbox for production workflows",https://7wdata.be/company/labelbox/,2025,二手转述（搜索摘要）,低,overseas-large
Patronus AI,Weaviate,AI 应用公司,客户,Percival 智能体调试/优化,"Additional customers ... include Nova AI, Emergence AI, Weaviate, Etsy, Gamma, Hospitable.com, and Algomo（搜索摘要）",https://www.extruct.ai/hub/patronus-ai-funding/,未知,第三方目录,低,overseas-rl
Snorkel AI,Wells Fargo,金融机构,投资方,$350M E 轮，估值 $3.5B,"co-led by Insight Partners and S32, with significant participation from existing investors Addition, Greylock, Lightspeed, GV ... Wells Fargo（搜索摘要）",https://www.prnewswire.com/news-releases/snorkel-ai-raises-350m-to-scale-the-data-factory-for-frontier-ai-302886796.html,2026-09-22,新闻稿,高,overseas-rl
Bespoke Labs,Wing VC,其他,投资方,A 轮领投,Series A round was led by Wing VC（搜索摘要）,https://siliconangle.com/2026/07/06/ai-post-training-startup-bespoke-labs-raises-40m-funding/,2026-07-06,媒体报道,中,overseas-rl
Encord,Woven by Toyota,企业,客户,物理 AI 与多模态数据,"works with AI leaders like Woven by Toyota, Skydio, and Synthesia among more than 300 AI teams",https://encord.com/blog/encord-announces-60-million-series-c/,2026-02,供应商官方,高,overseas-large
Arga Labs,Y Combinator,其他,投资方,YC P26 孵化,"Are you a 100x engineer but a 1x tester with AI? @ArgaLabs closes that gap. Arga spins up a per-PR sandbox with twins (Stripe, Slack, etc.)（搜索摘要）",https://x.com/ycombinator/status/2044083256489062800,2026-04,搜索摘要,中,overseas-rl
BenchFlow,Y Combinator,其他,投资方,$1M 种子轮,"$1M seed funding came in January 2025 from investors including YC, Pear, Construct, FAST-GETTYLAB, and Ankit Jain（搜索摘要）",https://www.startuphub.ai/startups/benchflow-ai,2025-01,第三方目录,低,overseas-rl
Cua,Y Combinator,其他,投资方,YC S25；$500K 种子,"$500K in seed funding from 468 Capital, Orange Collective, and Script Capital（搜索摘要）",https://startupintros.com/orgs/cua,2025,第三方目录,低,overseas-rl
Refresh,Y Combinator,其他,投资方,YC X25/Spring 2025 批次,Refresh (YC X25)（搜索摘要）,https://www.ycombinator.com/companies/refresh,2025,官方目录页,高,overseas-rl
Sciloop,Y Combinator,其他,投资方,YC F25 孵化；奥赛级 STEM 推理数据,Sciloop: Expert STEM reasoning data for frontier AI labs.（搜索摘要）,https://www.ycombinator.com/companies/sciloop,未知,第三方目录,中,overseas-rl
hillclimb,Y Combinator,其他,投资方,YC F25 孵化；数学 RL 环境,hillclimb - Training data derived from human superintelligence（搜索摘要）,https://www.ycombinator.com/launches/Oqr-hillclimb-training-data-derived-from-human-superintelligence,未知,第三方目录,中,overseas-rl
Prime Intellect,Zapier,AI 应用公司,客户,托管后训练/RL 平台,"The startup's customers include Ramp, Zapier, and Flapping Airplanes, who pay the startup for a hosted version of its tools.（搜索摘要）",https://techcrunch.com/2026/07/08/prime-intellect-raises-130m-series-a-to-help-enterprises-build-their-own-ai-agents/,2026-07-08,媒体报道,中,overseas-rl
Encord,Zipline,企业,客户,物理 AI 与多模态数据,"works with AI leaders like Woven by Toyota, Skydio, and Synthesia among more than 300 AI teams",https://encord.com/blog/encord-announces-60-million-series-c/,2026-02,供应商官方,高,overseas-large
LXT,clickworker,其他,投资方,LXT 收购 clickworker，新增 500 多家企业客户（被收购方）,LXT Acquires clickworker to Deliver Industry-Leading AI Data Solutions,https://www.prnewswire.com/news-releases/lxt-acquires-clickworker-to-deliver-industry-leading-ai-data-solutions-302333052.html,2024-12-17,新闻稿,低,overseas-large
Abaka AI,frontier AI labs 与世界500强（未具名）,frontier lab,客户,多模态数据/专家标注/评测,Their clients include frontier AI labs and Fortune 500s,https://www.linkedin.com/in/abakaai/,未核,官方社媒/搜索摘要,低,china
Bespoke Labs,frontier labs,企业,客户,推理数据策展、定制 RL 环境/评测数据,serves Fortune 500 enterprises and frontier labs (unnamed)（搜索摘要）,https://www.rl-list.com/vendors/bespoke-labs,未知,第三方目录,低,overseas-rl
Bespoke Labs,kluster.ai,AI 应用公司,合作,Curator 推理 API 合作推广,"Through our partnership with kluster.ai, new users using Curator can access open-source models like DeepSeek-R1",https://raw.githubusercontent.com/bespokelabsai/curator/main/README.md,2025-01-30,官方 GitHub README,高,overseas-rl
Spirit Airlines,micro1,其他,客户变动（竞购未成交）,竞购企业数据（报价1250万美元）,Micro1 Bids $12.5 Million To Steal Spirit Airlines' Data From Google,https://startupfortune.com/micro1-bids-125-million-to-steal-spirit-airlines-data-from-google/,2026-08,媒体报道,低,buyer-side
Bespoke Labs,neolabs,frontier lab,客户,RL 环境与智能体训练/评测基础设施,"We work with frontier labs, neolabs, and enterprises to build this infrastructure（搜索摘要）",https://www.businesswire.com/news/home/20260706827813/en/Bespoke-Labs-Announces-$40M-to-Build-the-Environments-That-Train-Reliable-Agents,2026-07-06,新闻稿,中,overseas-rl
Toloka,poolside,frontier lab,客户,专家数据 / LLM 与代理训练数据,"a trusted partner to leading frontier AI labs, model developers and enterprise clients including Amazon, Anthropic, Microsoft, poolside, Recraft and Shopify",https://nebius.com/newsroom/nebius-welcomes-bezos-expeditions-as-lead-investor-in-ai-data-business-toloka,2025-05-07,新闻稿,高,overseas-rl
Vals AI,vLex,垂直 AI,共建基准,法律 AI 基准（VLAIR）参评,"VLAIR in its first iteration included four providers: Thomson Reuters, vLex, Harvey, and Vecflow ... Vincent AI（搜索摘要）",https://www.vals.ai/industry-reports/vlair-2-27-25,2025-02-27,官方博客,中,overseas-rl
Andon Labs,xAI,frontier lab,合作,Grok 4 发布会展示 Vending-Bench 结果,Thanks to @elonmusk and the @xai team for inviting us to share the latest updates to vending bench. Grok 4 jumps to the top（搜索摘要）,https://x.com/andonlabs/status/1943182987371098151,2025-07,官方博客,中,overseas-rl
Andon Labs,xAI,frontier lab,合作,xAI 办公室 Grokbox AI 售货机,Grokbox vending machine at xAI（搜索摘要）,https://x.com/techdevnotes/status/1947214809675493456,2025-07,媒体报道,低,overseas-rl
Centific,xAI,其他,客户,融资报道列出的客户,"Centific's customers include OpenAI, Anthropic PBC, xAI Inc., Mistral AI SAS, Microsoft Corp., Google LLC",https://siliconangle.com/2025/06/25/ai-data-foundry-provider-centific-lands-60m-grow-enterprise-footprint/,2025-06-25,媒体报道,中,overseas-large
Handshake AI,xAI,其他,客户变动（停止合作等）,Meta-Scale 交易后转向 Handshake 等供应商,"OpenAI, Microsoft, and xAI joined the exodus from competing platforms like Scale AI ... moving to Handshake and other providers",https://sacra.com/research/handshake-indeed-for-data-labelers/,2026,二手转述（搜索摘要）,低,overseas-large
LMArena,xAI,frontier lab,客户,付费 AI Evaluations 服务,"LMArena works with leading AI labs and enterprises, including OpenAI, Google and xAI（搜索摘要）",https://www.prnewswire.com/news-releases/lmarena-raises-150-million-to-build-the-worlds-most-trusted-ai-evaluation-platform-302653012.html,2026-01-06,新闻稿,高,overseas-rl
METR,xAI,frontier lab,合作,提供模型访问与 token 用于评测,"Companies such as Anthropic, OpenAI, and xAI have provided access and tokens for METR's evaluations（搜索摘要）",https://metr.org/,2026,官方博客,中,overseas-rl
Proximal,xAI,frontier lab,投资方,种子轮个人天使,"backers include Scribble Ventures (lead), and angels from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor and Cognition（搜索摘要）",https://www.rl-list.com/vendors/proximal,未知,第三方目录,低,overseas-rl
Scale AI,xAI,frontier lab,客户变动（停止合作等）,人类数据/标注,"Google, OpenAI, xAI pause projects with Scale AI",https://www.linkedin.com/posts/businessinsider_google-scaleai-meta-activity-7341221356211990529-SaBj,2025-06,媒体报道（Business Insider，搜索摘要）,低,buyer-side
Scale AI,xAI,frontier lab,客户,对话质量提示词数据（Project Xylophone）,"'Project Xylophone,' which featured 700 prompts designed to improve conversation quality",https://www.techrepublic.com/article/news-scale-ai-security-lapse-google-docs-meta-xai/,2025-06,媒体报道（转述 Business Insider）,中,buyer-side
Vals AI,xAI,frontier lab,客户,模型评测结果使用（法律/金融/编程基准）,"Vals' results are utilized by OpenAI, Anthropic, Google, Meta, and xAI（搜索摘要）",https://www.citybiz.co/article/890247/vals-ai-raises-40m-to-expand-independent-ai-benchmarking/,2026-08,搜索摘要,低,overseas-rl
micro1,xAI,其他,客户,客户包括前沿实验室、Microsoft、Amazon 和机器人公司 1X,"the company counts frontier AI labs, Microsoft, Amazon and robotics company 1X among its customers",https://forbes.pe/tecnologia/2026-09-23/este-joven-de-25-anos-recaudo-mas-de-us-100-millones-para-su-startup-de-datos-de-ia-con-una-valoracion-de-us4000-millones,2026-09-23,媒体报道（搜索摘要）,中,overseas-large
micro1,xAI,frontier lab,投资方,新一轮投资方包括客户和 xAI 两位联合创始人,"participation from some of the company's customers and investors, including frontier AI labs and co-founders of xAI",https://ecosistemastartup.com/micro1-vale-us4-000m-con-su-negocio-de-datos-para-ia/,2026-09,二手转述（搜索摘要）,低,overseas-large
海天瑞声 SpeechOcean/DataOcean AI,三星,企业,财报披露,AI训练数据（语音/视觉/NLP）,产品和服务已获得阿里巴巴、腾讯、百度、科大讯飞、海康威视、字节跳动、微软、亚马逊、三星、中国移动…等国内外客户的认可,https://stockmc.xueqiu.com/202604/688787_20260424_M2WS.pdf,2026-04-24,年报（2025年年度报告，搜索摘要）,高,china
海天瑞声 SpeechOcean/DataOcean AI,三星,企业,客户变动（停止合作等）,语音数据；2020年销售额大幅下滑,三星销售额从2019年的4762.96万元骤降至2020年的1383.66万元,https://www.thepaper.cn/newsDetail_forward_21991574,2023-02,媒体报道（引招股书，搜索摘要）,低,china
龙猫数据,三星,科技大厂,客户,终端/互联网数据采集标注,客户…包括终端与互联网领域的三星、大疆、腾讯、阿里、字节跳动,https://www.sohu.com/a/873181553_701215,未核（约2025）,媒体软文/搜索摘要,低,china
恺望数据,上汽,企业,客户,自动驾驶数据采集标注,在自动驾驶领域与长安、广汽、奇瑞、上汽等车企…建立合作关系,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中,china
AGI-Eval,上海交通大学,高校研究机构,共建基准,CoreCodeBench 工程级代码评测,美团M17团队与上海交大联合发布…CoreCodeBench,https://tech.meituan.com/2025/07/17/meituan-m17-oibench-corecodebench.html,2025-07-17,官方技术博客（搜索摘要）,高,china
Abaka AI,上海人工智能实验室 OpenDataLab（OmniDocBench）,高校研究机构,论文致谢,OmniDocBench 数据集标注,Thank [2077AI](https://2077ai.com) for supporting the dataset annotation.,https://github.com/opendatalab/OmniDocBench,2024-12起,GitHub README（已核对原文）,高,china
上海数据交易所,上海人工智能实验室（中国大模型语料数据联盟）,高校研究机构,合作,大模型语料数据联盟成员、语料专区,上海数据交易所等9家新成员单位加入“中国大模型语料数据联盟”,https://www.shlab.org.cn/news/5443485,2023-09,官网新闻,低,china
整数智能 MolarData,上海库帕思科技,企业,合作,共建语料生态产业链,整数智能与上海库帕思科技签订协议，合作共建语料生态产业链,https://www.molardata.com/article/kupasi,未核,官网新闻标题/搜索摘要,中,china
库帕思 Kupas,上海智元新创（智元机器人）,垂直 AI,合作,具身智能行业语料库构建、标准共建,库帕思与上海智元新创技术有限公司签署战略合作协议…行业语料库构建,https://finance.sina.com.cn/roll/2025-03-05/doc-inenqtkr1902664.shtml,2025-03-05,媒体报道（新浪财经，搜索摘要）,中,china
